klok,0
bpjs,0
rubah,2
data,18
kartu,68
bpjsnya,0
ktp,1
sehat,1
tangerang,1
puskemas,0
pondok,0
kacang,0
tolak,0
kis,2
bayar,19
pasien,0
sutiah,0
noka,0
faskes,0
puskesmas,0
tajur,0
kronologis,0
nopember,0
kondisi,6
lemah,0
panas,0
obat,0
faskesnya,0
bawa,1
jaga,1
alas,5
parigi,0
perintah,26
mandiri,3
moga,4
proses,8
keluarga,5
langsa,0
daftar,23
aktif,1
ditindaklanjuti,13
biisa,0
laku,18
pembayran,0
yopi,0
kuswari,0
terimaksih,1
salah,15
rustampu,0
pjs,0
menindaklanjuti,1
tera,0
aplikasi,3
lampir,4
asli,1
center,0
suyoto,0
kontrol,0
informasi,27
iur,4
rutin,0
masarakat,0
kerja,15
cirata,0
desa,27
ciroyom,0
cipeundeuy,0
layan,1
ambulac,0
pribadi,0
atou,0
minjam,0
rusa,0
suasta,0
tdl,0
gerat,0
kepala,14
pakai,4
ambul,0
jalan,7
beroba,0
datanh,0
marah,1
uang,22
kadang,0
perhati,13
ubah,4
jenis,4
kelamin,0
perempuan,2
lambat,2
ngampel,0
benah,0
nadia,0
rusmini,0
masuk,10
rumah,3
sakit,0
non,6
tunggak,0
tinggal,4
jasa,1
jangka,0
tarif,0
saldo,1
rawat,0
inap,2
situ,2
kasi,0
tau,1
denda,0
tgl,5
hitung,2
hemodialisa,0
anggap,2
biaya,12
hadap,8
bagimana,0
anggota,1
cabang,2
bukittinggi,0
bantu,87
kelas,23
awat,1
kosong,1
cek,4
lup,0
aida,0
tingkat,10
klinik,0
syarat,14
tagih,0
sulit,8
surat,15
rujuk,0
usg,0
rencana,3
lahir,4
periksa,2
hpl,0
indikasi,1
milik,18
penginputan,0
identitas,3
sep,1
nik,0
mengunakan,0
sarjito,0
premi,0
beli,8
kali,7
pikir,3
matang,0
suruh,5
ganti,2
kesini,0
total,0
lunas,3
pindah,4
almira,0
staf,1
upmp,0
baca,3
hasil,6
pergi,0
muncul,0
jadwal,1
operasi,1
hak,5
ngombol,0
pulang,0
ditelp,0
jkn-kis,0
ceria,0
pbpu,0
dunia,1
rsup,0
fatmawati,0
nonaktif,1
keluh,5
bayi,0
anak,71
akta,1
tindak,26
gigi,0
igd,0
rskgm,0
riau,3
film,1
komputer,1
dokter,0
assisten,0
sekal,0
nonton,1
fokus,1
tidk,0
status,5
purwokerto,0
sinna,0
aura,0
nirvana,0
panoramica,0
atm,0
indomaret,0
solusi,7
rupa,4
pegawai,8
swasta,7
aju,8
badan,1
usaha,2
non-aktif,0
cantum,3
temu,1
palsu,1
gresik,0
iurah,0
kemarin,4
coba,3
bank,1
indomart,0
warning,0
puri,0
husada,0
tembilahan,0
konfirmasi,5
cucu,0
ruang,8
penuh,7
efektif,3
sistem,2
autodebet,0
normal,1
khawatir,1
lupa,0
agustria,0
santoso,1
diautodebet,0
tagihanya,0
bulanya,0
jamkesmas,0
selisih,0
pilih,1
ina,1
cbg,0
berat,5
laporoskopi,0
kait,12
timbul,1
muara,0
teweg,0
gratis,0
rsud,0
singgung,0
gaji,7
potong,2
loket,0
berkas,1
smskan,0
virtual,1
account,0
juwita,0
medika,0
tanggap,5
pbi,0
gunungkidul,0
fasilitas,3
mudah,0
akses,1
kamar,0
menonaktifinnya,0
tanah,1
abang,0
scalling,0
alat,0
rusak,0
karet,0
tengsin,0
sampa,0
menginformasika,0
melakkukan,0
nitip,0
arti,3
jkn,0
rojiman,0
catur,1
prasetyo,0
siti,1
khotimatul,0
munawaroj,0
balas,1
praktek,1
kunjung,4
muas,0
tindaklanjut,0
noke,0
basar,0
moohn,0
msui,0
rawas,0
kip,219
tode,1
pspxm,1
rvmtj,1
rzrb,1
tua,24
batu,1
ampar,1
nadira,1
kusuma,1
ramadhan,2
fachyat,1
alhamdulillah,4
tunggal,1
guru,43
smk,20
janda,1
