klok,0
bpjs,0
rubah,1
data,6
kartu,4
bpjsnya,0
ktp,16
sehat,1
tangerang,2
puskemas,0
pondok,3
kacang,0
tolak,4
kis,0
bayar,22
pasien,1
sutiah,0
noka,0
faskes,0
puskesmas,5
tajur,0
kronologis,0
nopember,0
kondisi,2
lemah,0
panas,0
obat,0
faskesnya,0
bawa,1
jaga,0
alas,16
parigi,0
perintah,22
mandiri,2
moga,2
proses,4
keluarga,3
langsa,0
daftar,3
aktif,2
ditindaklanjuti,8
biisa,0
laku,21
pembayran,0
yopi,0
kuswari,0
terimaksih,0
salah,2
rustampu,0
pjs,0
menindaklanjuti,0
tera,0
aplikasi,1
lampir,2
asli,1
center,0
suyoto,0
kontrol,0
informasi,13
iur,3
rutin,3
masarakat,2
kerja,25
cirata,0
desa,26
ciroyom,0
cipeundeuy,0
layan,20
ambulac,0
pribadi,4
atou,0
minjam,0
rusa,0
suasta,0
tdl,0
gerat,0
kepala,11
pakai,14
ambul,0
jalan,32
beroba,0
datanh,0
marah,0
uang,14
kadang,6
perhati,7
ubah,6
jenis,0
kelamin,0
perempuan,1
lambat,1
ngampel,0
benah,4
nadia,0
rusmini,0
masuk,10
rumah,6
sakit,0
non,1
tunggak,0
tinggal,6
jasa,0
jangka,0
tarif,3
saldo,0
rawat,0
inap,0
situ,2
kasi,0
tau,5
denda,1
tgl,5
hitung,0
hemodialisa,0
anggap,0
biaya,10
hadap,9
bagimana,0
anggota,3
cabang,2
bukittinggi,0
bantu,18
kelas,0
awat,0
kosong,5
cek,2
lup,0
aida,0
tingkat,3
klinik,0
syarat,3
tagih,0
sulit,12
surat,27
rujuk,0
usg,0
rencana,1
lahir,2
periksa,1
hpl,0
indikasi,5
milik,4
penginputan,0
identitas,3
sep,0
nik,2
mengunakan,0
sarjito,0
premi,0
beli,6
kali,8
pikir,2
matang,0
suruh,3
ganti,4
kesini,0
total,2
lunas,3
pindah,6
almira,0
staf,0
upmp,0
baca,2
hasil,0
pergi,0
muncul,0
jadwal,1
operasi,1
hak,2
ngombol,0
pulang,1
ditelp,0
jkn-kis,0
ceria,0
pbpu,0
dunia,1
rsup,0
fatmawati,0
nonaktif,0
keluh,3
bayi,0
anak,4
akta,2
tindak,36
gigi,0
igd,0
rskgm,0
riau,2
film,0
komputer,0
dokter,0
assisten,0
sekal,0
nonton,0
fokus,0
tidk,0
status,2
purwokerto,0
sinna,0
aura,0
nirvana,0
panoramica,0
atm,0
indomaret,0
solusi,6
rupa,5
pegawai,10
swasta,0
aju,4
badan,1
usaha,3
non-aktif,0
cantum,0
temu,6
palsu,1
gresik,0
iurah,0
kemarin,2
coba,1
bank,5
indomart,0
warning,0
puri,0
husada,0
tembilahan,0
konfirmasi,3
cucu,0
ruang,0
penuh,3
efektif,4
sistem,2
autodebet,0
normal,1
khawatir,0
lupa,2
agustria,0
santoso,1
diautodebet,0
tagihanya,0
bulanya,0
jamkesmas,0
selisih,0
pilih,2
ina,0
cbg,0
berat,0
laporoskopi,0
kait,13
timbul,0
muara,0
teweg,0
gratis,3
rsud,0
singgung,0
gaji,3
potong,1
loket,3
berkas,4
smskan,0
virtual,0
account,0
juwita,0
medika,0
tanggap,2
pbi,0
gunungkidul,0
fasilitas,0
mudah,4
akses,1
kamar,1
menonaktifinnya,0
tanah,20
abang,0
scalling,0
alat,0
rusak,2
karet,0
tengsin,0
sampa,0
menginformasika,0
melakkukan,0
nitip,0
arti,1
jkn,0
rojiman,0
catur,0
prasetyo,0
siti,0
khotimatul,0
munawaroj,0
balas,2
praktek,2
kunjung,2
muas,1
tindaklanjut,0
noke,0
basar,0
moohn,0
msui,0
rawas,0
kip,0
tode,0
pspxm,0
rvmtj,0
rzrb,0
tua,4
batu,1
ampar,0
nadira,0
kusuma,0
ramadhan,1
fachyat,0
alhamdulillah,0
tunggal,0
guru,1
smk,1
janda,0
