klok,0
bpjs,0
rubah,0
data,8
kartu,0
bpjsnya,0
ktp,0
sehat,0
tangerang,3
puskemas,0
pondok,0
kacang,0
tolak,6
kis,0
bayar,4
pasien,0
sutiah,0
noka,0
faskes,0
puskesmas,0
tajur,0
kronologis,2
nopember,0
kondisi,8
lemah,0
panas,0
obat,0
faskesnya,0
bawa,13
jaga,3
alas,8
parigi,0
perintah,15
mandiri,1
moga,2
proses,6
keluarga,1
langsa,0
daftar,3
aktif,0
ditindaklanjuti,9
biisa,0
laku,23
pembayran,0
yopi,0
kuswari,0
terimaksih,0
salah,17
rustampu,0
pjs,0
menindaklanjuti,3
tera,2
aplikasi,0
lampir,8
asli,1
center,0
suyoto,0
kontrol,1
informasi,11
iur,0
rutin,0
masarakat,4
kerja,15
cirata,0
desa,29
ciroyom,0
cipeundeuy,0
layan,11
ambulac,0
pribadi,2
atou,0
minjam,0
rusa,1
suasta,0
tdl,0
gerat,0
kepala,6
pakai,6
ambul,0
jalan,30
beroba,0
datanh,0
marah,1
uang,9
kadang,4
perhati,8
ubah,1
jenis,10
kelamin,0
perempuan,1
lambat,2
ngampel,0
benah,0
nadia,0
rusmini,0
masuk,12
rumah,14
sakit,0
non,1
tunggak,0
tinggal,5
jasa,1
jangka,0
tarif,0
saldo,0
rawat,0
inap,0
situ,3
kasi,2
tau,1
denda,0
tgl,2
hitung,1
hemodialisa,0
anggap,0
biaya,5
hadap,14
bagimana,0
anggota,1
cabang,1
bukittinggi,0
bantu,9
kelas,0
awat,0
kosong,18
cek,5
lup,0
aida,0
tingkat,10
klinik,0
syarat,2
tagih,0
sulit,19
surat,4
rujuk,0
usg,0
rencana,1
lahir,2
periksa,1
hpl,0
indikasi,2
milik,13
penginputan,0
identitas,0
sep,0
nik,0
mengunakan,0
sarjito,0
premi,0
beli,24
kali,17
pikir,0
matang,1
suruh,2
ganti,5
kesini,0
total,2
lunas,0
pindah,3
almira,0
staf,0
upmp,0
baca,3
hasil,10
pergi,3
muncul,1
jadwal,0
operasi,8
hak,3
ngombol,0
pulang,2
ditelp,0
jkn-kis,0
ceria,0
pbpu,0
dunia,0
rsup,0
fatmawati,0
nonaktif,0
keluh,10
bayi,0
anak,4
akta,0
tindak,43
gigi,0
igd,0
rskgm,0
riau,3
film,0
komputer,0
dokter,0
assisten,0
sekal,0
nonton,0
fokus,0
tidk,0
status,2
purwokerto,1
sinna,0
aura,0
nirvana,0
panoramica,0
atm,0
indomaret,0
solusi,2
rupa,5
pegawai,3
swasta,0
aju,1
badan,1
usaha,19
non-aktif,0
cantum,0
temu,8
palsu,0
gresik,0
iurah,0
kemarin,3
coba,3
bank,0
indomart,0
warning,0
puri,0
husada,0
tembilahan,0
konfirmasi,1
cucu,0
ruang,0
penuh,6
efektif,0
sistem,3
autodebet,0
normal,2
khawatir,1
lupa,0
agustria,0
santoso,0
diautodebet,0
tagihanya,0
bulanya,0
jamkesmas,0
selisih,0
pilih,1
ina,0
cbg,0
berat,7
laporoskopi,0
kait,13
timbul,4
muara,6
teweg,0
gratis,0
rsud,0
singgung,0
gaji,2
potong,0
loket,0
berkas,0
smskan,0
virtual,0
account,0
juwita,0
medika,0
tanggap,6
pbi,0
gunungkidul,0
fasilitas,4
mudah,2
akses,2
kamar,0
menonaktifinnya,0
tanah,7
abang,0
scalling,0
alat,7
rusak,13
karet,0
tengsin,0
sampa,0
menginformasika,0
melakkukan,0
nitip,0
arti,1
jkn,0
rojiman,0
catur,0
prasetyo,0
siti,0
khotimatul,0
munawaroj,0
balas,0
praktek,0
kunjung,0
muas,1
tindaklanjut,0
noke,0
basar,0
moohn,0
msui,0
rawas,0
kip,0
tode,0
pspxm,0
rvmtj,0
rzrb,0
tua,1
batu,8
ampar,0
nadira,0
kusuma,1
ramadhan,0
fachyat,0
alhamdulillah,0
tunggal,0
guru,0
smk,0
janda,0
