klok,0
bpjs,0
rubah,1
data,10
kartu,2
bpjsnya,0
ktp,3
sehat,3
tangerang,4
puskemas,0
pondok,1
kacang,0
tolak,5
kis,0
bayar,9
pasien,1
sutiah,0
noka,0
faskes,0
puskesmas,1
tajur,0
kronologis,3
nopember,1
kondisi,4
lemah,2
panas,1
obat,4
faskesnya,0
bawa,13
jaga,4
alas,11
parigi,0
perintah,38
mandiri,1
moga,6
proses,17
keluarga,13
langsa,1
daftar,3
aktif,3
ditindaklanjuti,14
biisa,0
laku,54
pembayran,0
yopi,0
kuswari,0
terimaksih,1
salah,25
rustampu,0
pjs,0
menindaklanjuti,6
tera,1
aplikasi,2
lampir,10
asli,3
center,4
suyoto,1
kontrol,1
informasi,9
iur,0
rutin,0
masarakat,0
kerja,32
cirata,0
desa,24
ciroyom,1
cipeundeuy,0
layan,11
ambulac,0
pribadi,4
atou,0
minjam,0
rusa,2
suasta,0
tdl,0
gerat,0
kepala,15
pakai,13
ambul,0
jalan,60
beroba,0
datanh,0
marah,3
uang,16
kadang,1
perhati,16
ubah,5
jenis,5
kelamin,1
perempuan,3
lambat,2
ngampel,0
benah,0
nadia,0
rusmini,0
masuk,24
rumah,26
sakit,4
non,1
tunggak,0
tinggal,12
jasa,8
jangka,5
tarif,0
saldo,0
rawat,0
inap,1
situ,1
kasi,0
tau,2
denda,3
tgl,20
hitung,5
hemodialisa,1
anggap,7
biaya,6
hadap,23
bagimana,0
anggota,13
cabang,0
bukittinggi,0
bantu,31
kelas,2
awat,1
kosong,5
cek,3
lup,0
aida,0
tingkat,5
klinik,0
syarat,4
tagih,1
sulit,5
surat,23
rujuk,1
usg,0
rencana,2
lahir,0
periksa,16
hpl,0
indikasi,7
milik,15
penginputan,0
identitas,1
sep,0
nik,0
mengunakan,0
sarjito,0
premi,0
beli,8
kali,22
pikir,3
matang,0
suruh,7
ganti,9
kesini,0
total,4
lunas,0
pindah,7
almira,0
staf,3
upmp,0
baca,10
hasil,12
pergi,4
muncul,5
jadwal,2
operasi,7
hak,11
ngombol,0
pulang,5
ditelp,1
jkn-kis,0
ceria,0
pbpu,0
dunia,4
rsup,0
fatmawati,0
nonaktif,0
keluh,5
bayi,1
anak,37
akta,1
tindak,74
gigi,0
igd,0
rskgm,0
riau,0
film,0
komputer,1
dokter,1
assisten,0
sekal,0
nonton,0
fokus,1
tidk,2
status,8
purwokerto,0
sinna,0
aura,0
nirvana,0
panoramica,0
atm,0
indomaret,1
solusi,5
rupa,12
pegawai,2
swasta,2
aju,12
badan,8
usaha,10
non-aktif,0
cantum,2
temu,14
palsu,3
gresik,0
iurah,0
kemarin,5
coba,6
bank,3
indomart,0
warning,0
puri,0
husada,0
tembilahan,0
konfirmasi,4
cucu,0
ruang,5
penuh,7
efektif,2
sistem,3
autodebet,0
normal,1
khawatir,5
lupa,0
agustria,0
santoso,0
diautodebet,0
tagihanya,0
bulanya,0
jamkesmas,1
selisih,0
pilih,6
ina,0
cbg,0
berat,6
laporoskopi,0
kait,26
timbul,5
muara,2
teweg,0
gratis,0
rsud,1
singgung,0
gaji,1
potong,2
loket,0
berkas,7
smskan,0
virtual,0
account,0
juwita,0
medika,0
tanggap,11
pbi,0
gunungkidul,0
fasilitas,2
mudah,6
akses,8
kamar,3
menonaktifinnya,0
tanah,5
abang,0
scalling,0
alat,5
rusak,4
karet,1
tengsin,0
sampa,3
menginformasika,0
melakkukan,0
nitip,0
arti,5
jkn,0
rojiman,0
catur,1
prasetyo,0
siti,1
khotimatul,0
munawaroj,0
balas,4
praktek,2
kunjung,3
muas,0
tindaklanjut,0
noke,0
basar,0
moohn,0
msui,0
rawas,0
kip,0
tode,0
pspxm,0
rvmtj,0
rzrb,0
tua,6
batu,2
ampar,0
nadira,0
kusuma,1
ramadhan,6
fachyat,0
alhamdulillah,1
tunggal,1
guru,2
smk,0
janda,1
