klok,0
bpjs,1
rubah,1
data,6
kartu,2
bpjsnya,0
ktp,0
sehat,0
tangerang,2
puskemas,0
pondok,1
kacang,0
tolak,1
kis,0
bayar,7
pasien,0
sutiah,0
noka,0
faskes,0
puskesmas,0
tajur,0
kronologis,0
nopember,0
kondisi,5
lemah,0
panas,2
obat,6
faskesnya,0
bawa,3
jaga,0
alas,7
parigi,0
perintah,37
mandiri,0
moga,2
proses,4
keluarga,3
langsa,0
daftar,6
aktif,0
ditindaklanjuti,4
biisa,0
laku,15
pembayran,0
yopi,0
kuswari,0
terimaksih,0
salah,11
rustampu,0
pjs,0
menindaklanjuti,2
tera,0
aplikasi,0
lampir,2
asli,1
center,0
suyoto,1
kontrol,0
informasi,12
iur,0
rutin,0
masarakat,2
kerja,18
cirata,0
desa,62
ciroyom,0
cipeundeuy,0
layan,3
ambulac,0
pribadi,5
atou,0
minjam,0
rusa,3
suasta,0
tdl,0
gerat,0
kepala,1
pakai,4
ambul,0
jalan,8
beroba,0
datanh,0
marah,0
uang,12
kadang,0
perhati,17
ubah,1
jenis,4
kelamin,0
perempuan,0
lambat,3
ngampel,0
benah,3
nadia,0
rusmini,0
masuk,12
rumah,7
sakit,3
non,2
tunggak,0
tinggal,3
jasa,3
jangka,2
tarif,0
saldo,0
rawat,1
inap,0
situ,0
kasi,1
tau,4
denda,1
tgl,2
hitung,0
hemodialisa,0
anggap,0
biaya,11
hadap,3
bagimana,0
anggota,8
cabang,0
bukittinggi,0
bantu,39
kelas,1
awat,1
kosong,2
cek,6
lup,0
aida,0
tingkat,7
klinik,0
syarat,7
tagih,1
sulit,6
surat,5
rujuk,0
usg,0
rencana,0
lahir,1
periksa,2
hpl,0
indikasi,4
milik,14
penginputan,0
identitas,0
sep,0
nik,2
mengunakan,1
sarjito,0
premi,0
beli,11
kali,10
pikir,4
matang,0
suruh,1
ganti,1
kesini,0
total,3
lunas,0
pindah,2
almira,0
staf,0
upmp,0
baca,3
hasil,16
pergi,0
muncul,2
jadwal,0
operasi,6
hak,2
ngombol,0
pulang,0
ditelp,0
jkn-kis,0
ceria,0
pbpu,0
dunia,0
rsup,0
fatmawati,0
nonaktif,0
keluh,5
bayi,2
anak,3
akta,0
tindak,18
gigi,0
igd,0
rskgm,0
riau,1
film,0
komputer,0
dokter,0
assisten,0
sekal,0
nonton,0
fokus,0
tidk,1
status,2
purwokerto,0
sinna,0
aura,0
nirvana,0
panoramica,0
atm,0
indomaret,0
solusi,7
rupa,2
pegawai,0
swasta,0
aju,12
badan,1
usaha,18
non-aktif,0
cantum,0
temu,2
palsu,1
gresik,1
iurah,0
kemarin,0
coba,8
bank,0
indomart,0
warning,0
puri,0
husada,0
tembilahan,0
konfirmasi,1
cucu,0
ruang,0
penuh,2
efektif,0
sistem,2
autodebet,0
normal,1
khawatir,4
lupa,0
agustria,0
santoso,1
diautodebet,0
tagihanya,0
bulanya,0
jamkesmas,0
selisih,0
pilih,2
ina,2
cbg,0
berat,4
laporoskopi,0
kait,14
timbul,1
muara,0
teweg,0
gratis,4
rsud,0
singgung,0
gaji,3
potong,2
loket,1
berkas,1
smskan,0
virtual,0
account,0
juwita,0
medika,0
tanggap,2
pbi,0
gunungkidul,1
fasilitas,0
mudah,4
akses,2
kamar,0
menonaktifinnya,0
tanah,10
abang,0
scalling,0
alat,10
rusak,8
karet,4
tengsin,0
sampa,1
menginformasika,0
melakkukan,0
nitip,0
arti,2
jkn,0
rojiman,0
catur,0
prasetyo,0
siti,0
khotimatul,0
munawaroj,0
balas,1
praktek,0
kunjung,5
muas,1
tindaklanjut,0
noke,0
basar,0
moohn,0
msui,0
rawas,0
kip,0
tode,0
pspxm,0
rvmtj,0
rzrb,0
tua,0
batu,1
ampar,0
nadira,0
kusuma,0
ramadhan,0
fachyat,0
alhamdulillah,0
tunggal,0
guru,1
smk,0
janda,0
salatiga,0
sertifikasi,0
inpassing,0
tpg,0
diknas,0
realisasi,5
harap,12
mekanisme,0
serah,2
kacau,0
kendala,0
tjkhp,0
smpn,0
karang,1
asem,0
kertanegara,1
purbalingga,0
rosa,0
rahmadadi,0
panji,0
raka,0
siwi,0
