klok,0
bpjs,0
rubah,1
data,13
kartu,30
bpjsnya,0
ktp,7
sehat,1
tangerang,4
puskemas,0
pondok,3
kacang,0
tolak,13
kis,0
bayar,46
pasien,0
sutiah,0
noka,0
faskes,0
puskesmas,0
tajur,0
kronologis,4
nopember,2
kondisi,2
lemah,2
panas,0
obat,0
faskesnya,0
bawa,4
jaga,0
alas,20
parigi,0
perintah,27
mandiri,32
moga,9
proses,29
keluarga,7
langsa,0
daftar,10
aktif,6
ditindaklanjuti,5
biisa,0
laku,57
pembayran,0
yopi,0
kuswari,0
terimaksih,0
salah,34
rustampu,0
pjs,0
menindaklanjuti,5
tera,4
aplikasi,4
lampir,14
asli,3
center,15
suyoto,0
kontrol,0
informasi,22
iur,2
rutin,3
masarakat,0
kerja,41
cirata,0
desa,6
ciroyom,0
cipeundeuy,0
layan,30
ambulac,0
pribadi,6
atou,0
minjam,0
rusa,1
suasta,0
tdl,0
gerat,0
kepala,5
pakai,9
ambul,0
jalan,21
beroba,0
datanh,0
marah,2
uang,45
kadang,0
perhati,11
ubah,7
jenis,7
kelamin,0
perempuan,0
lambat,19
ngampel,0
benah,1
nadia,0
rusmini,0
masuk,26
rumah,24
sakit,3
non,2
tunggak,9
tinggal,16
jasa,8
jangka,1
tarif,0
saldo,12
rawat,0
inap,0
situ,3
kasi,2
tau,2
denda,5
tgl,9
hitung,8
hemodialisa,0
anggap,3
biaya,18
hadap,18
bagimana,1
anggota,9
cabang,40
bukittinggi,0
bantu,38
kelas,1
awat,0
kosong,7
cek,16
lup,0
aida,0
tingkat,4
klinik,0
syarat,17
tagih,13
sulit,18
surat,21
rujuk,0
usg,0
rencana,8
lahir,2
periksa,2
hpl,0
indikasi,1
milik,27
penginputan,0
identitas,2
sep,0
nik,2
mengunakan,1
sarjito,0
premi,2
beli,16
kali,19
pikir,4
matang,0
suruh,5
ganti,9
kesini,0
total,3
lunas,20
pindah,6
almira,0
staf,4
upmp,0
baca,8
hasil,18
pergi,1
muncul,2
jadwal,3
operasi,2
hak,12
ngombol,0
pulang,2
ditelp,0
jkn-kis,0
ceria,0
pbpu,0
dunia,5
rsup,0
fatmawati,0
nonaktif,0
keluh,11
bayi,0
anak,5
akta,3
tindak,30
gigi,0
igd,0
rskgm,0
riau,2
film,0
komputer,0
dokter,0
assisten,1
sekal,0
nonton,0
fokus,0
tidk,0
status,3
purwokerto,0
sinna,0
aura,0
nirvana,0
panoramica,0
atm,17
indomaret,2
solusi,13
rupa,11
pegawai,7
swasta,7
aju,45
badan,4
usaha,48
non-aktif,0
cantum,3
temu,9
palsu,0
gresik,2
iurah,0
kemarin,3
coba,18
bank,106
indomart,0
warning,0
puri,0
husada,0
tembilahan,0
konfirmasi,10
cucu,1
ruang,0
penuh,10
efektif,1
sistem,11
autodebet,0
normal,3
khawatir,0
lupa,2
agustria,0
santoso,2
diautodebet,0
tagihanya,0
bulanya,0
jamkesmas,0
selisih,1
pilih,3
ina,1
cbg,0
berat,7
laporoskopi,0
kait,22
timbul,3
muara,2
teweg,0
gratis,1
rsud,1
singgung,1
gaji,6
potong,3
loket,1
berkas,8
smskan,0
virtual,2
account,3
juwita,0
medika,1
tanggap,9
pbi,1
gunungkidul,0
fasilitas,7
mudah,12
akses,5
kamar,1
menonaktifinnya,0
tanah,5
abang,0
scalling,0
alat,3
rusak,1
karet,0
tengsin,0
sampa,0
menginformasika,0
melakkukan,0
nitip,1
arti,8
jkn,0
rojiman,0
catur,0
prasetyo,0
siti,0
khotimatul,0
munawaroj,0
balas,4
praktek,1
kunjung,7
muas,0
tindaklanjut,1
noke,0
basar,0
moohn,0
msui,0
rawas,0
kip,0
tode,0
pspxm,0
rvmtj,0
rzrb,0
tua,0
batu,2
ampar,0
nadira,0
kusuma,1
ramadhan,0
fachyat,0
alhamdulillah,1
tunggal,3
guru,3
smk,0
janda,0
